ticker,date,period_ending,estimate,reported,surprise,surprise%
HRB,01-Nov-2022,Sep 2022,-1.04,-0.99,0.05,4.81
HRI,20-Oct-2022,Sep 2022,3.52,3.42,-0.1,-2.84
HRL,30-Nov-2022,Oct 2022,0.5,0.51,0.01,2.0
HRMY,01-Nov-2022,Sep 2022,0.1,0.95,0.85,850.0
HRTX,08-Nov-2022,Sep 2022,-0.39,-0.38,0.01,2.56
HSC,01-Nov-2022,Sep 2022,-0.07,0.1,0.17,242.86
HSIC,01-Nov-2022,Sep 2022,1.14,1.15,0.01,0.88
HSII,24-Oct-2022,Sep 2022,0.86,1.0,0.14,16.28
HSKA,08-Nov-2022,Sep 2022,0.45,0.41,-0.04,-8.89
HST,02-Nov-2022,Sep 2022,0.39,0.38,-0.01,-2.56
HSTM,24-Oct-2022,Sep 2022,0.05,0.05,0.0,0.0
HSY,04-Nov-2022,Sep 2022,2.07,2.17,0.1,4.83
HT,26-Oct-2022,Sep 2022,0.38,2.82,2.44,642.11
HTBI,26-Oct-2022,Sep 2022,0.55,0.6,0.05,9.09
HTBK,27-Oct-2022,Sep 2022,0.28,0.3,0.02,7.14
HTH,20-Oct-2022,Sep 2022,0.22,0.5,0.28,127.27
HTLD,02-Nov-2022,Sep 2022,0.32,0.31,-0.01,-3.13
HTLF,31-Oct-2022,Sep 2022,1.25,1.31,0.06,4.8
HTZ,27-Oct-2022,Sep 2022,1.04,1.08,0.04,3.85
HUBB,25-Oct-2022,Sep 2022,2.73,3.08,0.35,12.82
HUBG,27-Oct-2022,Sep 2022,2.41,2.61,0.2,8.3
HUBS,02-Nov-2022,Sep 2022,0.51,0.69,0.18,35.29
HUM,02-Nov-2022,Sep 2022,6.25,6.88,0.63,10.08
HUN,04-Nov-2022,Sep 2022,0.71,0.71,0.0,0.0
HURN,01-Nov-2022,Sep 2022,0.99,1.01,0.02,2.02
HVT,01-Nov-2022,Sep 2022,1.08,1.46,0.38,35.19
HWC,18-Oct-2022,Sep 2022,1.55,1.55,0.0,0.0
HWKN,02-Nov-2022,Sep 2022,0.84,0.86,0.02,2.38
HWM,31-Oct-2022,Sep 2022,0.36,0.36,0.0,0.0
HXL,24-Oct-2022,Sep 2022,0.32,0.33,0.01,3.13
HYLN,08-Nov-2022,Sep 2022,-0.22,-0.36,-0.14,-63.64
HZNP,02-Nov-2022,Sep 2022,1.0,1.25,0.25,25.0
HZO,27-Oct-2022,Sep 2022,1.17,1.9,0.73,62.39
IAC,08-Nov-2022,Sep 2022,-0.41,-1.23,-0.82,-200.0
IART,26-Oct-2022,Sep 2022,0.72,0.86,0.14,19.44
IBCP,25-Oct-2022,Sep 2022,0.58,0.81,0.23,39.66
IBKR,18-Oct-2022,Sep 2022,0.99,1.08,0.09,9.09
IBM,19-Oct-2022,Sep 2022,1.78,1.81,0.03,1.69
IBP,03-Nov-2022,Sep 2022,2.32,2.51,0.19,8.19
IBTX,24-Oct-2022,Sep 2022,1.35,1.33,-0.02,-1.48
ICE,03-Nov-2022,Sep 2022,1.26,1.31,0.05,3.97
ICFI,03-Nov-2022,Sep 2022,1.44,1.61,0.17,11.81
ICHR,08-Nov-2022,Sep 2022,1.0,1.22,0.22,22.0
ICPT,01-Nov-2022,Sep 2022,5.11,-3.04,-8.15,-159.49
ICUI,07-Nov-2022,Sep 2022,1.41,1.75,0.34,24.11
IDA,03-Nov-2022,Sep 2022,1.95,2.1,0.15,7.69
IDCC,03-Nov-2022,Sep 2022,0.44,0.74,0.3,68.18
IDXX,01-Nov-2022,Sep 2022,2.04,2.15,0.11,5.39
IDYA,08-Nov-2022,Sep 2022,-0.65,0.04,0.69,106.15
IEX,25-Oct-2022,Sep 2022,2.01,2.14,0.13,6.47
IFF,07-Nov-2022,Sep 2022,1.3,1.36,0.06,4.62
IGMS,03-Nov-2022,Sep 2022,-1.45,-1.32,0.13,8.97
IGT,08-Nov-2022,Sep 2022,0.24,1.3,1.06,441.67
IHRT,03-Nov-2022,Sep 2022,0.21,0.21,0.0,0.0
IIIV,16-Nov-2022,Sep 2022,0.36,0.39,0.03,8.33
IIPR,02-Nov-2022,Sep 2022,2.07,1.32,-0.75,-36.23
ILMN,03-Nov-2022,Sep 2022,0.29,0.34,0.05,17.24
ILPT,25-Oct-2022,Sep 2022,0.33,-0.7,-1.03,-312.12
IMAX,31-Oct-2022,Sep 2022,0.03,-0.05,-0.08,-266.67
IMGN,04-Nov-2022,Sep 2022,-0.26,-0.31,-0.05,-19.23
IMVT,04-Nov-2022,Sep 2022,-0.41,-0.41,0.0,0.0
IMXI,09-Nov-2022,Sep 2022,0.42,0.54,0.12,28.57
INBK,19-Oct-2022,Sep 2022,1.15,0.89,-0.26,-22.61
INBX,07-Nov-2022,Sep 2022,-1.01,-0.9,0.11,10.89
INCY,01-Nov-2022,Sep 2022,0.72,0.6,-0.12,-16.67
INDB,20-Oct-2022,Sep 2022,1.4,1.57,0.17,12.14
INDI,10-Nov-2022,Sep 2022,-0.11,-0.12,-0.01,-9.09
INFA,26-Oct-2022,Sep 2022,0.17,0.18,0.01,5.88
INFN,02-Nov-2022,Sep 2022,0.01,0.05,0.04,400.0
INGN,02-Nov-2022,Sep 2022,-0.41,-0.18,0.23,56.1
INN,02-Nov-2022,Sep 2022,0.25,0.25,0.0,0.0
INO,08-Nov-2022,Sep 2022,-0.29,-0.15,0.14,48.28
INSE,09-Nov-2022,Sep 2022,0.31,0.35,0.04,12.9
INSG,02-Nov-2022,Sep 2022,-0.08,-0.11,-0.03,-37.5
INSM,27-Oct-2022,Sep 2022,-0.89,-1.09,-0.2,-22.47
INSP,01-Nov-2022,Sep 2022,-0.75,-0.6,0.15,20.0
INST,01-Nov-2022,Sep 2022,0.25,0.29,0.04,16.0
INSW,08-Nov-2022,Sep 2022,2.42,2.28,-0.14,-5.79
INT,27-Oct-2022,Sep 2022,0.64,0.67,0.03,4.69
INTA,07-Nov-2022,Sep 2022,-0.04,0.01,0.05,125.0
INTC,27-Oct-2022,Sep 2022,0.34,0.59,0.25,73.53
INTU,29-Nov-2022,Oct 2022,1.19,1.66,0.47,39.5
INVA,09-Nov-2022,Sep 2022,2.75,0.6,-2.15,-78.18
INVH,26-Oct-2022,Sep 2022,0.43,0.13,-0.3,-69.77
IONS,09-Nov-2022,Sep 2022,-0.74,-0.33,0.41,55.41
IOSP,08-Nov-2022,Sep 2022,1.4,1.74,0.34,24.29
IOVA,03-Nov-2022,Sep 2022,-0.64,-0.63,0.01,1.56
IP,27-Oct-2022,Sep 2022,1.22,1.01,-0.21,-17.21
IPAR,09-Nov-2022,Sep 2022,0.99,1.3,0.31,31.31
IPG,21-Oct-2022,Sep 2022,0.59,0.63,0.04,6.78
IPGP,01-Nov-2022,Sep 2022,1.17,1.47,0.3,25.64
IPI,02-Nov-2022,Sep 2022,1.55,0.97,-0.58,-37.42
IPSC,10-Nov-2022,Sep 2022,-0.59,-0.53,0.06,10.17
IQV,26-Oct-2022,Sep 2022,2.39,2.48,0.09,3.77
IR,02-Nov-2022,Sep 2022,0.59,0.62,0.03,5.08
IRBT,08-Nov-2022,Sep 2022,1.51,-1.78,-3.29,-217.88
IRDM,20-Oct-2022,Sep 2022,0.02,0.02,0.0,0.0
IRM,03-Nov-2022,Sep 2022,0.96,0.98,0.02,2.08
IRMD,03-Nov-2022,Sep 2022,0.24,0.29,0.05,20.83
IRT,26-Oct-2022,Sep 2022,0.27,0.28,0.01,3.7
IRTC,01-Nov-2022,Sep 2022,-0.82,-0.63,0.19,23.17
IRWD,03-Nov-2022,Sep 2022,0.27,0.28,0.01,3.7
ISEE,03-Nov-2022,Sep 2022,-0.4,-0.35,0.05,12.5
ISRG,18-Oct-2022,Sep 2022,1.1,1.19,0.09,8.18
IT,01-Nov-2022,Sep 2022,1.85,2.41,0.56,30.27
ITCI,03-Nov-2022,Sep 2022,-0.86,-0.57,0.29,33.72
ITGR,27-Oct-2022,Sep 2022,0.89,0.95,0.06,6.74
ITOS,10-Nov-2022,Sep 2022,0.07,0.03,-0.04,-57.14
ITRI,03-Nov-2022,Sep 2022,0.23,0.23,0.0,0.0
ITT,03-Nov-2022,Sep 2022,1.18,1.2,0.02,1.69
ITW,25-Oct-2022,Sep 2022,2.25,2.35,0.1,4.44
IVR,02-Nov-2022,Sep 2022,0.96,1.39,0.43,44.79
IVT,01-Nov-2022,Sep 2022,0.36,0.01,-0.35,-97.22
IVZ,25-Oct-2022,Sep 2022,0.43,0.34,-0.09,-20.93
J,21-Nov-2022,Sep 2022,1.78,1.8,0.02,1.12
JACK,22-Nov-2022,Sep 2022,1.35,1.33,-0.02,-1.48
JAMF,09-Nov-2022,Sep 2022,0.02,0.04,0.02,100.0
JANX,10-Nov-2022,Sep 2022,-0.51,-0.4,0.11,21.57
JAZZ,09-Nov-2022,Sep 2022,4.72,5.17,0.45,9.53
JBHT,18-Oct-2022,Sep 2022,2.45,2.57,0.12,4.9
JBI,10-Nov-2022,Sep 2022,0.17,0.22,0.05,29.41
JBL,27-Sep-2022,Aug 2022,2.14,2.34,0.2,9.35
JBLU,25-Oct-2022,Sep 2022,0.24,0.21,-0.03,-12.5
JBT,26-Oct-2022,Sep 2022,1.22,1.27,0.05,4.1
JCI,03-Nov-2022,Sep 2022,0.99,0.99,0.0,0.0
JEF,28-Sep-2022,Aug 2022,0.69,1.1,0.41,59.42
JELD,31-Oct-2022,Sep 2022,0.43,0.71,0.28,65.12
JHG,27-Oct-2022,Sep 2022,0.5,0.61,0.11,22.0
JJSF,14-Nov-2022,Sep 2022,0.89,1.05,0.16,17.98
JKHY,08-Nov-2022,Sep 2022,1.38,1.46,0.08,5.8
JLL,02-Nov-2022,Sep 2022,4.52,3.4,-1.12,-24.78
JNJ,18-Oct-2022,Sep 2022,2.49,2.55,0.06,2.41
JNPR,25-Oct-2022,Sep 2022,0.5,0.58,0.08,16.0
JOBY,02-Nov-2022,Sep 2022,-0.16,-0.16,0.0,0.0
JPM,14-Oct-2022,Sep 2022,2.96,3.12,0.16,5.41
JRVR,01-Nov-2022,Sep 2022,0.4,0.41,0.01,2.5
JWN,22-Nov-2022,Oct 2022,0.14,0.2,0.06,42.86
JXN,09-Nov-2022,Sep 2022,2.75,4.24,1.49,54.18
K,03-Nov-2022,Sep 2022,0.97,1.01,0.04,4.12
KAI,01-Nov-2022,Sep 2022,2.1,2.38,0.28,13.33
KALU,19-Oct-2022,Sep 2022,-0.57,0.16,0.73,128.07
KALV,08-Dec-2022,Oct 2022,-1.04,-0.9,0.14,13.46
KAMN,01-Nov-2022,Sep 2022,0.66,0.32,-0.34,-51.52
KAR,01-Nov-2022,Sep 2022,0.15,0.05,-0.1,-66.67
KBH,21-Sep-2022,Aug 2022,2.69,2.86,0.17,6.32
KBR,26-Oct-2022,Sep 2022,0.63,0.65,0.02,3.17
KDNY,10-Nov-2022,Sep 2022,-0.62,-0.83,-0.21,-33.87
KDP,27-Oct-2022,Sep 2022,0.46,0.46,0.0,0.0
KELYA,10-Nov-2022,Sep 2022,0.21,0.25,0.04,19.05
KEX,24-Oct-2022,Sep 2022,0.6,0.65,0.05,8.33
KEY,20-Oct-2022,Sep 2022,0.59,0.55,-0.04,-6.78
KEYS,17-Nov-2022,Oct 2022,1.99,2.14,0.15,7.54
KFRC,31-Oct-2022,Sep 2022,1.07,1.09,0.02,1.87
KFY,08-Dec-2022,Oct 2022,1.43,1.43,0.0,0.0
KHC,26-Oct-2022,Sep 2022,0.55,0.63,0.08,14.55
KIDS,31-Oct-2022,Sep 2022,-0.19,-0.05,0.14,73.68
KIM,27-Oct-2022,Sep 2022,0.39,0.41,0.02,5.13
KKR,01-Nov-2022,Sep 2022,0.84,0.93,0.09,10.71
KLAC,26-Oct-2022,Sep 2022,6.22,7.06,0.84,13.5
KLIC,16-Nov-2022,Sep 2022,0.91,1.19,0.28,30.77
KMB,25-Oct-2022,Sep 2022,1.48,1.4,-0.08,-5.41
KMI,19-Oct-2022,Sep 2022,0.29,0.25,-0.04,-13.79
KMPR,02-Nov-2022,Sep 2022,-0.43,-0.48,-0.05,-11.63
KMT,31-Oct-2022,Sep 2022,0.37,0.34,-0.03,-8.11
KMX,29-Sep-2022,Aug 2022,1.4,0.79,-0.61,-43.57
KN,27-Oct-2022,Sep 2022,0.2,0.25,0.05,25.0
KNSA,01-Nov-2022,Sep 2022,0.38,0.67,0.29,76.32
KNSL,27-Oct-2022,Sep 2022,1.42,1.64,0.22,15.49
KNTE,10-Nov-2022,Sep 2022,-0.6,-0.7,-0.1,-16.67
KNX,19-Oct-2022,Sep 2022,1.33,1.27,-0.06,-4.51
KO,25-Oct-2022,Sep 2022,0.64,0.69,0.05,7.81
KOD,09-Nov-2022,Sep 2022,-1.82,-1.47,0.35,19.23
KOP,04-Nov-2022,Sep 2022,1.17,1.19,0.02,1.71
KOS,07-Nov-2022,Sep 2022,0.19,0.19,0.0,0.0
KPTI,03-Nov-2022,Sep 2022,-0.56,-0.45,0.11,19.64
KR,01-Dec-2022,Oct 2022,0.82,0.88,0.06,7.32
KRC,25-Oct-2022,Sep 2022,1.14,1.17,0.03,2.63
KREF,24-Oct-2022,Sep 2022,0.46,0.5,0.04,8.7
KRG,02-Nov-2022,Sep 2022,0.45,0.48,0.03,6.67
KRNY,27-Oct-2022,Sep 2022,0.23,0.25,0.02,8.7
KROS,03-Nov-2022,Sep 2022,-1.26,-0.92,0.34,26.98
KRTX,03-Nov-2022,Sep 2022,-1.99,-2.38,-0.39,-19.6
KRUS,10-Nov-2022,Aug 2022,0.05,0.21,0.16,320.0
KRYS,07-Nov-2022,Sep 2022,-1.23,-1.17,0.06,4.88
KSS,17-Nov-2022,Oct 2022,0.81,0.82,0.01,1.23
KTB,03-Nov-2022,Sep 2022,0.99,1.11,0.12,12.12
KTOS,03-Nov-2022,Sep 2022,0.05,0.08,0.03,60.0
KURA,03-Nov-2022,Sep 2022,-0.57,-0.53,0.04,7.02
KW,02-Nov-2022,Sep 2022,0.44,0.5,0.06,13.64
KWR,03-Nov-2022,Sep 2022,1.43,1.74,0.31,21.68
KYMR,03-Nov-2022,Sep 2022,-0.7,-0.79,-0.09,-12.86
KZR,10-Nov-2022,Sep 2022,-0.26,-0.25,0.01,3.85
LAD,19-Oct-2022,Sep 2022,11.91,11.08,-0.83,-6.97
LADR,27-Oct-2022,Sep 2022,0.23,0.27,0.04,17.39
LAMR,04-Nov-2022,Sep 2022,1.89,2.03,0.14,7.41
LANC,03-Nov-2022,Sep 2022,1.22,1.36,0.14,11.48
LAND,08-Nov-2022,Sep 2022,0.17,0.21,0.04,23.53
LASR,03-Nov-2022,Sep 2022,-0.07,-0.11,-0.04,-57.14
LAUR,03-Nov-2022,Sep 2022,0.19,0.19,0.0,0.0
LAW,10-Nov-2022,Sep 2022,-0.29,-0.24,0.05,17.24
LAZ,27-Oct-2022,Sep 2022,0.81,1.05,0.24,29.63
LAZR,02-Nov-2022,Sep 2022,-0.21,-0.18,0.03,14.29
LBAI,27-Oct-2022,Sep 2022,0.5,0.48,-0.02,-4.0
LBRDK,04-Nov-2022,Sep 2022,1.73,2.05,0.32,18.5
LBRT,19-Oct-2022,Sep 2022,0.63,0.78,0.15,23.81
LC,26-Oct-2022,Sep 2022,0.35,0.36,0.01,2.86
LCID,08-Nov-2022,Sep 2022,-0.33,-0.4,-0.07,-21.21
LCII,01-Nov-2022,Sep 2022,2.43,2.4,-0.03,-1.23
LDOS,01-Nov-2022,Sep 2022,1.56,1.59,0.03,1.92
LEA,01-Nov-2022,Sep 2022,2.14,2.33,0.19,8.88
LECO,27-Oct-2022,Sep 2022,1.96,2.04,0.08,4.08
LEG,31-Oct-2022,Sep 2022,0.49,0.52,0.03,6.12
LEN,21-Sep-2022,Aug 2022,4.76,5.18,0.42,8.82
LESL,30-Nov-2022,Sep 2022,0.32,0.35,0.03,9.38
LFST,08-Nov-2022,Sep 2022,-0.15,-0.11,0.04,26.67
LFUS,01-Nov-2022,Sep 2022,3.81,4.28,0.47,12.34
LGIH,01-Nov-2022,Sep 2022,3.91,3.85,-0.06,-1.53
LGND,07-Nov-2022,Sep 2022,0.45,0.41,-0.04,-8.89
LH,27-Oct-2022,Sep 2022,4.71,4.68,-0.03,-0.64
LHX,27-Oct-2022,Sep 2022,3.44,3.26,-0.18,-5.23
LICY,30-Jan-2023,Oct 2022,-0.18,-0.19,-0.01,-5.56
LII,27-Oct-2022,Sep 2022,4.15,4.1,-0.05,-1.2
LIN,27-Oct-2022,Sep 2022,2.94,3.1,0.16,5.44
LIND,02-Nov-2022,Sep 2022,-0.29,-0.18,0.11,37.93
LITE,08-Nov-2022,Sep 2022,1.56,1.69,0.13,8.33
LIVN,02-Nov-2022,Sep 2022,0.57,0.58,0.01,1.75
LKFN,25-Oct-2022,Sep 2022,1.02,1.11,0.09,8.82
LKQ,27-Oct-2022,Sep 2022,0.95,0.97,0.02,2.11
LLY,01-Nov-2022,Sep 2022,1.97,1.98,0.01,0.51
LMAT,27-Oct-2022,Sep 2022,0.28,0.25,-0.03,-10.71
LMND,08-Nov-2022,Sep 2022,-1.36,-1.37,-0.01,-0.74
LMT,18-Oct-2022,Sep 2022,6.58,6.87,0.29,4.41
LNC,02-Nov-2022,Sep 2022,1.93,-10.23,-12.16,-630.05
LNG,03-Nov-2022,Sep 2022,5.46,7.8,2.34,42.86
LNN,20-Oct-2022,Aug 2022,1.67,1.62,-0.05,-2.99
LNT,07-Nov-2022,Sep 2022,1.04,0.93,-0.11,-10.58
LNTH,03-Nov-2022,Sep 2022,0.83,0.99,0.16,19.28
LOB,26-Oct-2022,Sep 2022,0.45,0.96,0.51,113.33
LOPE,27-Oct-2022,Sep 2022,0.87,1.02,0.15,17.24
LOVE,07-Dec-2022,Oct 2022,-0.73,-0.55,0.18,24.66
LOW,16-Nov-2022,Oct 2022,3.11,3.27,0.16,5.14
LPG,02-Nov-2022,Sep 2022,0.32,0.43,0.11,34.38
LPLA,27-Oct-2022,Sep 2022,2.84,3.13,0.29,10.21
LPRO,03-Nov-2022,Sep 2022,0.15,0.19,0.04,26.67
LPSN,07-Nov-2022,Sep 2022,-0.12,-0.11,0.01,8.33
LPX,01-Nov-2022,Sep 2022,1.62,1.72,0.1,6.17
LQDA,08-Nov-2022,Sep 2022,-0.18,-0.14,0.04,22.22
LRCX,19-Oct-2022,Sep 2022,9.54,10.42,0.88,9.22
LRN,25-Oct-2022,Sep 2022,-0.18,-0.54,-0.36,-200.0
LSCC,31-Oct-2022,Sep 2022,0.44,0.48,0.04,9.09
LSI,02-Nov-2022,Sep 2022,1.66,1.73,0.07,4.22
LSTR,19-Oct-2022,Sep 2022,2.76,2.76,0.0,0.0
LSXMK,04-Nov-2022,Sep 2022,0.88,0.82,-0.06,-6.82
LTC,27-Oct-2022,Sep 2022,0.65,0.6,-0.05,-7.69
LTH,09-Nov-2022,Sep 2022,-0.09,-0.07,0.02,22.22
LTHM,01-Nov-2022,Sep 2022,0.41,0.41,0.0,0.0
LULU,08-Dec-2022,Oct 2022,1.96,2.0,0.04,2.04
LUMN,02-Nov-2022,Sep 2022,0.36,0.14,-0.22,-61.11
LUNG,03-Nov-2022,Sep 2022,-0.4,-0.38,0.02,5.0
LUV,27-Oct-2022,Sep 2022,0.41,0.5,0.09,21.95
LVS,19-Oct-2022,Sep 2022,-0.2,-0.27,-0.07,-35.0
LW,05-Oct-2022,Aug 2022,0.52,0.75,0.23,44.23
LXFR,25-Oct-2022,Sep 2022,0.32,0.35,0.03,9.38
LXP,03-Nov-2022,Sep 2022,0.16,0.17,0.01,6.25
LXU,01-Nov-2022,Sep 2022,0.07,0.03,-0.04,-57.14
LYB,28-Oct-2022,Sep 2022,2.96,1.96,-1.0,-33.78
LYFT,07-Nov-2022,Sep 2022,0.08,0.11,0.03,37.5
LYV,03-Nov-2022,Sep 2022,1.08,1.39,0.31,28.7
LZ,10-Nov-2022,Sep 2022,0.05,0.05,0.0,0.0
LZB,30-Nov-2022,Oct 2022,0.86,1.05,0.19,22.09
M,17-Nov-2022,Oct 2022,0.19,0.52,0.33,173.68
MA,27-Oct-2022,Sep 2022,2.57,2.68,0.11,4.28
MAA,26-Oct-2022,Sep 2022,2.09,2.19,0.1,4.78
MAC,03-Nov-2022,Sep 2022,0.47,0.46,-0.01,-2.13
MAN,20-Oct-2022,Sep 2022,2.18,2.21,0.03,1.38
MANH,25-Oct-2022,Sep 2022,0.57,0.66,0.09,15.79
MAR,03-Nov-2022,Sep 2022,1.69,1.69,0.0,0.0
MARA,08-Nov-2022,Sep 2022,-0.36,-0.34,0.02,5.56
MAS,26-Oct-2022,Sep 2022,1.07,0.98,-0.09,-8.41
MASI,08-Nov-2022,Sep 2022,0.92,1.0,0.08,8.7
MASS,14-Nov-2022,Sep 2022,-0.22,-0.2,0.02,9.09
MAT,25-Oct-2022,Sep 2022,0.73,0.82,0.09,12.33
MATW,17-Nov-2022,Sep 2022,0.75,0.82,0.07,9.33
MATX,02-Nov-2022,Sep 2022,6.75,6.89,0.14,2.07
MAX,03-Nov-2022,Sep 2022,-0.32,-0.34,-0.02,-6.25
MAXR,03-Nov-2022,Sep 2022,0.31,0.17,-0.14,-45.16
MBIN,27-Oct-2022,Sep 2022,1.22,1.22,0.0,0.0
MBUU,04-Nov-2022,Sep 2022,1.71,1.78,0.07,4.09
MBWM,18-Oct-2022,Sep 2022,0.97,1.01,0.04,4.12
MC,02-Nov-2022,Sep 2022,0.32,0.37,0.05,15.63
MCB,20-Oct-2022,Sep 2022,2.34,2.23,-0.11,-4.7
MCD,27-Oct-2022,Sep 2022,2.57,2.68,0.11,4.28
MCFT,09-Nov-2022,Sep 2022,1.3,1.43,0.13,10.0
MCHP,03-Nov-2022,Sep 2022,1.44,1.46,0.02,1.39
MCK,01-Nov-2022,Sep 2022,6.13,6.06,-0.07,-1.14
MCO,25-Oct-2022,Sep 2022,2.01,1.85,-0.16,-7.96
MCRB,02-Nov-2022,Sep 2022,-0.45,-0.49,-0.04,-8.89
MCRI,19-Oct-2022,Sep 2022,1.26,1.41,0.15,11.9
MCS,03-Nov-2022,Sep 2022,0.07,0.1,0.03,42.86
MCW,10-Nov-2022,Sep 2022,0.09,0.09,0.0,0.0
MCY,01-Nov-2022,Sep 2022,-0.55,0.28,0.83,150.91
MD,03-Nov-2022,Sep 2022,0.53,0.4,-0.13,-24.53
MDB,06-Dec-2022,Oct 2022,-0.17,0.23,0.4,235.29
MDC,27-Oct-2022,Sep 2022,2.24,1.98,-0.26,-11.61
MDGL,03-Nov-2022,Sep 2022,-4.05,-4.75,-0.7,-17.28
MDLZ,01-Nov-2022,Sep 2022,0.68,0.74,0.06,8.82
MDRX,03-Nov-2022,Sep 2022,0.19,0.23,0.04,21.05
MDT,22-Nov-2022,Oct 2022,1.28,1.3,0.02,1.56
MDU,03-Nov-2022,Sep 2022,0.69,0.75,0.06,8.7
MDXG,02-Nov-2022,Sep 2022,-0.09,-0.09,0.0,0.0
MED,03-Nov-2022,Sep 2022,1.91,3.32,1.41,73.82
MEDP,24-Oct-2022,Sep 2022,1.47,2.05,0.58,39.46
MEG,08-Nov-2022,Sep 2022,-0.2,-0.33,-0.13,-65.0
MEI,01-Dec-2022,Oct 2022,0.65,0.75,0.1,15.38
MET,02-Nov-2022,Sep 2022,1.18,1.21,0.03,2.54
MFA,03-Nov-2022,Sep 2022,-0.05,-0.62,-0.57,-1140.0
MGEE,03-Nov-2022,Sep 2022,1.01,0.93,-0.08,-7.92
MGI,08-Nov-2022,Sep 2022,0.13,0.11,-0.02,-15.38
MGM,02-Nov-2022,Sep 2022,0.22,-1.39,-1.61,-731.82
MGNI,09-Nov-2022,Sep 2022,0.17,0.18,0.01,5.88
MGNX,03-Nov-2022,Sep 2022,-0.49,-0.4,0.09,18.37
MGPI,03-Nov-2022,Sep 2022,0.96,1.06,0.1,10.42
MGRC,27-Oct-2022,Sep 2022,1.06,1.25,0.19,17.92
MGTX,10-Nov-2022,Sep 2022,-0.5,-0.83,-0.33,-66.0
MGY,01-Nov-2022,Sep 2022,1.18,1.29,0.11,9.32
MHK,27-Oct-2022,Sep 2022,3.34,3.34,0.0,0.0
MHO,26-Oct-2022,Sep 2022,4.05,4.67,0.62,15.31
MIDD,09-Nov-2022,Sep 2022,2.36,2.18,-0.18,-7.63
MIRM,09-Nov-2022,Sep 2022,-1.05,-1.02,0.03,2.86
MKC,06-Oct-2022,Aug 2022,0.65,0.69,0.04,6.15
MKFG,09-Nov-2022,Sep 2022,-0.08,-0.08,0.0,0.0
MKL,01-Nov-2022,Sep 2022,17.66,13.17,-4.49,-25.42
MKSI,02-Nov-2022,Sep 2022,2.38,2.74,0.36,15.13
MKTX,19-Oct-2022,Sep 2022,1.49,1.58,0.09,6.04
MLAB,03-Nov-2022,Sep 2022,1.39,2.88,1.49,107.19
MLM,02-Nov-2022,Sep 2022,4.74,4.69,-0.05,-1.05
MLNK,07-Nov-2022,Sep 2022,0.08,0.06,-0.02,-25.0
MMC,20-Oct-2022,Sep 2022,1.16,1.18,0.02,1.72
MMM,25-Oct-2022,Sep 2022,2.61,2.69,0.08,3.07
MMS,21-Nov-2022,Sep 2022,1.02,1.4,0.38,37.25
MMSI,26-Oct-2022,Sep 2022,0.53,0.64,0.11,20.75
MNKD,08-Nov-2022,Sep 2022,-0.1,-0.06,0.04,40.0
MNRO,26-Oct-2022,Sep 2022,0.43,0.43,0.0,0.0
MNST,03-Nov-2022,Sep 2022,0.29,0.3,0.01,3.45
MNTK,09-Nov-2022,Sep 2022,0.14,0.1,-0.04,-28.57
MNTV,03-Nov-2022,Sep 2022,0.04,0.04,0.0,0.0
MO,27-Oct-2022,Sep 2022,1.31,1.28,-0.03,-2.29
MOD,02-Nov-2022,Sep 2022,0.37,0.48,0.11,29.73
MODN,08-Nov-2022,Sep 2022,0.19,0.2,0.01,5.26
MOFG,27-Oct-2022,Sep 2022,1.01,1.17,0.16,15.84
MOH,26-Oct-2022,Sep 2022,4.25,4.36,0.11,2.59
MORF,02-Nov-2022,Sep 2022,-0.8,-0.78,0.02,2.5
MOS,07-Nov-2022,Sep 2022,3.52,3.22,-0.3,-8.52
MP,03-Nov-2022,Sep 2022,0.3,0.36,0.06,20.0
MPB,26-Oct-2022,Sep 2022,0.81,0.97,0.16,19.75
MPC,01-Nov-2022,Sep 2022,6.8,7.81,1.01,14.85
MPW,27-Oct-2022,Sep 2022,0.45,0.45,0.0,0.0
MPWR,27-Oct-2022,Sep 2022,3.49,3.53,0.04,1.15
MQ,09-Nov-2022,Sep 2022,-0.1,-0.1,0.0,0.0
MRC,08-Nov-2022,Sep 2022,0.31,0.42,0.11,35.48
MRCY,01-Nov-2022,Sep 2022,0.2,0.24,0.04,20.0
MRK,27-Oct-2022,Sep 2022,1.67,1.85,0.18,10.78
MRNA,03-Nov-2022,Sep 2022,3.04,2.53,-0.51,-16.78
MRO,02-Nov-2022,Sep 2022,1.19,1.24,0.05,4.2
MRSN,07-Nov-2022,Sep 2022,-0.03,-0.61,-0.58,-1933.33
MRTN,17-Oct-2022,Sep 2022,0.34,0.32,-0.02,-5.88
MRTX,08-Nov-2022,Sep 2022,-3.46,-3.09,0.37,10.69
MRVI,02-Nov-2022,Sep 2022,0.32,0.37,0.05,15.63
MRVL,01-Dec-2022,Oct 2022,0.59,0.57,-0.02,-3.39
MS,14-Oct-2022,Sep 2022,1.51,1.53,0.02,1.32
MSA,26-Oct-2022,Sep 2022,1.24,1.45,0.21,16.94
MSBI,20-Oct-2022,Sep 2022,1.01,1.04,0.03,2.97
MSCI,25-Oct-2022,Sep 2022,2.76,2.85,0.09,3.26
MSEX,28-Oct-2022,Sep 2022,0.88,0.8,-0.08,-9.09
MSFT,25-Oct-2022,Sep 2022,2.29,2.35,0.06,2.62
