ticker,date,period_ending,estimate,reported,surprise,surprise%
A,28-FEB-23,Jan 2023,1.31,1.37,0.06,4.58
AA,18-JAN-23,Dec 2022,-0.85,-0.7,0.15,17.65
AAL,26-JAN-23,Dec 2022,1.14,1.17,0.03,2.63
AAN,01-MAR-23,Dec 2022,-0.02,0.09,0.11,550.0
AAON,27-FEB-23,Dec 2022,0.55,0.71,0.16,29.09
AAP,28-FEB-23,Dec 2022,2.41,2.88,0.47,19.5
AAPL,02-FEB-23,Dec 2022,1.93,1.88,-0.05,-2.59
AAT,07-FEB-23,Dec 2022,0.55,0.16,-0.39,-70.91
ABBV,09-FEB-23,Dec 2022,3.54,3.6,0.06,1.69
ABC,01-FEB-23,Dec 2022,2.62,2.71,0.09,3.44
ABCB,26-JAN-23,Dec 2022,1.34,1.17,-0.17,-12.69
ABG,02-FEB-23,Dec 2022,8.23,9.12,0.89,10.81
ABM,08-MAR-23,Jan 2023,0.77,0.79,0.02,2.6
ABR,17-FEB-23,Dec 2022,0.47,0.6,0.13,27.66
ABT,25-JAN-23,Dec 2022,0.9,1.03,0.13,14.44
ABUS,02-MAR-23,Dec 2022,-0.14,-0.14,0.0,0.0
ACA,23-FEB-23,Dec 2022,0.19,0.24,0.05,26.32
ACAD,27-FEB-23,Dec 2022,-0.25,-0.26,-0.01,-4.0
ACCD,09-JAN-23,Nov 2022,-0.61,-0.56,0.05,8.2
ACCO,23-FEB-23,Dec 2022,0.33,0.32,-0.01,-3.03
ACEL,28-FEB-23,Dec 2022,0.22,0.23,0.01,4.55
ACET,15-MAR-23,Dec 2022,-0.56,-0.72,-0.16,-28.57
ACGL,13-FEB-23,Dec 2022,1.34,2.14,0.8,59.7
ACHC,27-FEB-23,Dec 2022,0.74,0.7,-0.04,-5.41
ACI,10-JAN-23,Nov 2022,0.67,0.87,0.2,29.85
ACLS,08-FEB-23,Dec 2022,1.46,1.71,0.25,17.12
ACM,06-FEB-23,Dec 2022,0.82,0.86,0.04,4.88
ACMR,24-FEB-23,Dec 2022,0.1,0.19,0.09,90.0
ACN,16-DEC-22,Nov 2022,2.91,3.08,0.17,5.84
ACRE,15-FEB-23,Dec 2022,0.36,0.44,0.08,22.22
ACRS,23-FEB-23,Dec 2022,-0.46,-0.41,0.05,10.87
ACT,06-FEB-23,Dec 2022,0.92,0.9,-0.02,-2.17
ADBE,15-DEC-22,Nov 2022,3.5,2.78,-0.72,-20.57
ADC,14-FEB-23,Dec 2022,0.95,0.44,-0.51,-53.68
ADI,15-FEB-23,Jan 2023,2.59,2.75,0.16,6.18
ADM,26-JAN-23,Dec 2022,1.64,1.93,0.29,17.68
ADMA,23-MAR-23,Dec 2022,-0.07,-0.06,0.01,14.29
ADNT,07-FEB-23,Dec 2022,0.4,0.34,-0.06,-15.0
ADP,25-JAN-23,Dec 2022,1.95,1.96,0.01,0.51
ADPT,14-FEB-23,Dec 2022,-0.37,-0.28,0.09,24.32
ADSK,23-FEB-23,Jan 2023,1.81,1.86,0.05,2.76
ADT,28-FEB-23,Dec 2022,0.21,0.1,-0.11,-52.38
ADTN,21-FEB-23,Dec 2022,0.16,0.12,-0.04,-25.0
ADUS,27-FEB-23,Dec 2022,0.97,1.11,0.14,14.43
AEE,15-FEB-23,Dec 2022,0.56,0.63,0.07,12.5
AEIS,08-FEB-23,Dec 2022,1.58,1.7,0.12,7.59
AEL,16-FEB-23,Dec 2022,0.96,0.79,-0.17,-17.71
AEO,01-MAR-23,Jan 2023,0.3,0.37,0.07,23.33
AEP,23-FEB-23,Dec 2022,0.99,1.05,0.06,6.06
AES,27-FEB-23,Dec 2022,0.46,0.49,0.03,6.52
AFG,01-FEB-23,Dec 2022,2.95,2.99,0.04,1.36
AFL,01-FEB-23,Dec 2022,1.21,1.29,0.08,6.61
AGCO,07-FEB-23,Dec 2022,3.88,4.47,0.59,15.21
AGEN,14-MAR-23,Dec 2022,-0.22,-0.24,-0.02,-9.09
AGIO,23-FEB-23,Dec 2022,-1.59,0.67,2.26,142.14
AGL,01-MAR-23,Dec 2022,-0.08,-0.14,-0.06,-75.0
AGM,24-FEB-23,Dec 2022,2.89,3.16,0.27,9.34
AGNC,30-JAN-23,Dec 2022,0.67,0.74,0.07,10.45
AGR,21-FEB-23,Dec 2022,0.39,0.39,0.0,0.0
AGTI,07-MAR-23,Dec 2022,0.18,0.18,0.0,0.0
AGYS,24-JAN-23,Dec 2022,0.24,0.26,0.02,8.33
AHCO,27-FEB-23,Dec 2022,0.31,0.01,-0.3,-96.77
AHH,14-FEB-23,Dec 2022,0.32,0.13,-0.19,-59.38
AI,02-MAR-23,Jan 2023,-0.22,-0.06,0.16,72.73
AIG,15-FEB-23,Dec 2022,1.19,1.36,0.17,14.29
AIN,13-FEB-23,Dec 2022,0.7,0.75,0.05,7.14
AIR,20-DEC-22,Nov 2022,0.69,0.69,0.0,0.0
AIRC,09-FEB-23,Dec 2022,0.59,2.17,1.58,267.8
AIT,26-JAN-23,Dec 2022,1.71,2.05,0.34,19.88
AIZ,07-FEB-23,Dec 2022,2.59,3.23,0.64,24.71
AJG,26-JAN-23,Dec 2022,1.5,1.54,0.04,2.67
AJRD,15-FEB-23,Dec 2022,0.6,0.31,-0.29,-48.33
AKAM,14-FEB-23,Dec 2022,1.27,1.37,0.1,7.87
AKR,14-FEB-23,Dec 2022,0.26,0.04,-0.22,-84.62
AKRO,17-MAR-23,Dec 2022,-0.78,-0.49,0.29,37.18
AKTS,07-FEB-23,Dec 2022,-0.25,-0.19,0.06,24.0
AL,16-FEB-23,Dec 2022,1.05,1.21,0.16,15.24
ALB,15-FEB-23,Dec 2022,8.46,8.62,0.16,1.89
ALE,16-FEB-23,Dec 2022,1.11,0.9,-0.21,-18.92
ALEC,28-FEB-23,Dec 2022,-0.54,-0.63,-0.09,-16.67
ALEX,28-FEB-23,Dec 2022,0.24,0.22,-0.02,-8.33
ALG,23-FEB-23,Dec 2022,1.96,2.44,0.48,24.49
ALGM,31-JAN-23,Dec 2022,0.32,0.35,0.03,9.38
ALGN,01-FEB-23,Dec 2022,1.52,1.73,0.21,13.82
ALGT,01-FEB-23,Dec 2022,0.79,3.17,2.38,301.27
ALK,26-JAN-23,Dec 2022,0.9,0.92,0.02,2.22
ALKS,16-FEB-23,Dec 2022,0.05,0.14,0.09,180.0
ALKT,23-FEB-23,Dec 2022,-0.06,-0.05,0.01,16.67
ALL,01-FEB-23,Dec 2022,-1.37,-1.36,0.01,0.73
ALLE,22-FEB-23,Dec 2022,1.37,1.6,0.23,16.79
ALLO,28-FEB-23,Dec 2022,-0.71,-0.66,0.05,7.04
ALLY,20-JAN-23,Dec 2022,0.98,1.08,0.1,10.2
ALNY,23-FEB-23,Dec 2022,-2.13,-1.68,0.45,21.13
ALRM,23-FEB-23,Dec 2022,0.43,0.53,0.1,23.26
ALRS,25-JAN-23,Dec 2022,0.58,0.53,-0.05,-8.62
ALSN,15-FEB-23,Dec 2022,1.21,1.52,0.31,25.62
ALTG,09-MAR-23,Dec 2022,0.04,-0.05,-0.09,-225.0
ALTR,23-FEB-23,Dec 2022,0.18,0.31,0.13,72.22
ALX,13-FEB-23,Dec 2022,4.08,2.57,-1.51,-37.01
ALXO,09-MAR-23,Dec 2022,-0.91,-0.6,0.31,34.07
AM,15-FEB-23,Dec 2022,0.17,0.2,0.03,17.65
AMAL,26-JAN-23,Dec 2022,0.73,0.83,0.1,13.7
AMAT,16-FEB-23,Jan 2023,1.93,2.03,0.1,5.18
AMBA,28-FEB-23,Jan 2023,0.15,0.23,0.08,53.33
AMC,28-FEB-23,Dec 2022,-0.21,-0.14,0.07,33.33
AMCR,07-FEB-23,Dec 2022,0.18,0.19,0.01,5.56
AMCX,17-FEB-23,Dec 2022,1.23,2.52,1.29,104.88
AMD,31-JAN-23,Dec 2022,0.66,0.69,0.03,4.55
AME,02-FEB-23,Dec 2022,1.47,1.52,0.05,3.4
AMED,15-FEB-23,Dec 2022,1.03,1.16,0.13,12.62
AMEH,23-FEB-23,Dec 2022,0.09,0.02,-0.07,-77.78
AMG,06-FEB-23,Dec 2022,7.03,7.28,0.25,3.56
AMGN,31-JAN-23,Dec 2022,4.04,4.09,0.05,1.24
AMH,23-FEB-23,Dec 2022,0.4,0.25,-0.15,-37.5
AMK,22-FEB-23,Dec 2022,0.44,0.46,0.02,4.55
AMKR,13-FEB-23,Dec 2022,0.7,0.67,-0.03,-4.29
AMN,16-FEB-23,Dec 2022,2.17,2.48,0.31,14.29
AMOT,07-MAR-23,Dec 2022,0.41,0.43,0.02,4.88
AMP,25-JAN-23,Dec 2022,6.35,6.94,0.59,9.29
AMPH,28-FEB-23,Dec 2022,0.38,0.73,0.35,92.11
AMPL,15-FEB-23,Dec 2022,-0.04,-0.03,0.01,25.0
AMPY,09-MAR-23,Dec 2022,-0.07,0.74,0.81,1157.14
AMR,23-FEB-23,Dec 2022,15.56,13.37,-2.19,-14.07
AMRC,27-FEB-23,Dec 2022,0.39,0.35,-0.04,-10.26
AMRK,06-FEB-23,Dec 2022,2.22,1.88,-0.34,-15.32
AMRS,15-MAR-23,Dec 2022,-0.2,-0.52,-0.32,-160.0
AMRX,02-MAR-23,Dec 2022,0.21,0.23,0.02,9.52
AMSF,20-FEB-23,Dec 2022,0.65,0.84,0.19,29.23
AMSWA,23-FEB-23,Jan 2023,0.08,0.13,0.05,62.5
AMT,23-FEB-23,Dec 2022,2.23,-1.47,-3.7,-165.92
AMTB,19-JAN-23,Dec 2022,0.7,0.4,-0.3,-42.86
AMWD,28-FEB-23,Jan 2023,1.75,1.46,-0.29,-16.57
AMWL,22-FEB-23,Dec 2022,-0.25,-0.22,0.03,12.0
AMZN,02-FEB-23,Dec 2022,0.15,0.21,0.06,40.0
AN,17-FEB-23,Dec 2022,5.89,6.37,0.48,8.15
ANAB,01-MAR-23,Dec 2022,-0.92,-0.93,-0.01,-1.09
ANDE,14-FEB-23,Dec 2022,0.4,0.98,0.58,145.0
ANET,13-FEB-23,Dec 2022,1.21,1.41,0.2,16.53
ANF,01-MAR-23,Jan 2023,0.85,0.81,-0.04,-4.71
ANGO,05-JAN-23,Nov 2022,-0.01,0.01,0.02,200.0
ANIK,06-MAR-23,Dec 2022,-0.22,-0.34,-0.12,-54.55
ANIP,09-MAR-23,Dec 2022,0.68,0.76,0.08,11.76
ANSS,22-FEB-23,Dec 2022,2.79,3.09,0.3,10.75
AON,03-FEB-23,Dec 2022,3.67,3.89,0.22,5.99
AOS,31-JAN-23,Dec 2022,0.79,0.86,0.07,8.86
AOSL,06-FEB-23,Dec 2022,0.91,0.67,-0.24,-26.37
APA,22-FEB-23,Dec 2022,1.44,1.48,0.04,2.78
APAM,31-JAN-23,Dec 2022,0.62,0.65,0.03,4.84
APD,02-FEB-23,Dec 2022,2.73,2.64,-0.09,-3.3
APG,28-FEB-23,Dec 2022,0.34,0.36,0.02,5.88
APH,25-JAN-23,Dec 2022,0.75,0.78,0.03,4.0
APLE,21-FEB-23,Dec 2022,0.32,0.01,-0.31,-96.88
APLS,21-FEB-23,Dec 2022,-1.65,-1.5,0.15,9.09
APO,09-FEB-23,Dec 2022,1.47,1.42,-0.05,-3.4
APOG,22-DEC-22,Nov 2022,0.98,1.07,0.09,9.18
APPF,26-JAN-23,Dec 2022,-0.13,-0.05,0.08,61.54
APPN,16-FEB-23,Dec 2022,-0.4,-0.28,0.12,30.0
APPS,08-FEB-23,Dec 2022,0.37,0.29,-0.08,-21.62
APTV,02-FEB-23,Dec 2022,1.19,1.27,0.08,6.72
AQUA,31-JAN-23,Dec 2022,0.15,0.17,0.02,13.33
AR,15-FEB-23,Dec 2022,0.83,1.04,0.21,25.3
ARCB,03-FEB-23,Dec 2022,2.64,2.45,-0.19,-7.2
ARCH,16-FEB-23,Dec 2022,10.9,23.18,12.28,112.66
ARCT,28-MAR-23,Dec 2022,-1.86,4.33,6.19,332.8
ARE,30-JAN-23,Dec 2022,2.13,0.31,-1.82,-85.45
ARES,09-FEB-23,Dec 2022,1.07,1.21,0.14,13.08
ARGO,27-FEB-23,Dec 2022,-1.62,-2.69,-1.07,-66.05
ARI,08-FEB-23,Dec 2022,0.36,0.31,-0.05,-13.89
ARIS,06-MAR-23,Dec 2022,0.16,0.15,-0.01,-6.25
ARLO,07-MAR-23,Dec 2022,-0.11,-0.04,0.07,63.64
ARMK,07-FEB-23,Dec 2022,0.42,0.41,-0.01,-2.38
ARNC,21-FEB-23,Dec 2022,0.25,0.31,0.06,24.0
AROC,21-FEB-23,Dec 2022,0.06,0.07,0.01,16.67
AROW,30-JAN-23,Dec 2022,0.8,0.73,-0.07,-8.75
ARQT,28-FEB-23,Dec 2022,-1.37,-1.18,0.19,13.87
ARR,15-FEB-23,Dec 2022,0.31,0.27,-0.04,-12.9
ARRY,21-MAR-23,Dec 2022,0.09,0.1,0.01,11.11
ARVN,23-FEB-23,Dec 2022,-1.04,-1.56,-0.52,-50.0
ARW,02-FEB-23,Dec 2022,5.68,5.69,0.01,0.18
ARWR,06-FEB-23,Dec 2022,1.14,-0.39,-1.53,-134.21
ASAN,08-MAR-23,Jan 2023,-0.27,-0.15,0.12,44.44
ASB,26-JAN-23,Dec 2022,0.65,0.7,0.05,7.69
ASC,14-FEB-23,Dec 2022,1.28,1.3,0.02,1.56
ASGN,08-FEB-23,Dec 2022,1.5,1.51,0.01,0.67
ASH,31-JAN-23,Dec 2022,0.95,0.97,0.02,2.11
ASIX,17-FEB-23,Dec 2022,1.56,1.27,-0.29,-18.59
ASLE,06-MAR-23,Dec 2022,0.18,0.23,0.05,27.78
ASO,16-MAR-23,Jan 2023,1.85,2.04,0.19,10.27
ASPN,15-FEB-23,Dec 2022,-0.32,-0.2,0.12,37.5
ASTE,01-MAR-23,Dec 2022,0.38,0.34,-0.04,-10.53
ATEC,28-FEB-23,Dec 2022,-0.3,-0.33,-0.03,-10.0
ATEN,07-FEB-23,Dec 2022,0.23,0.24,0.01,4.35
ATEX,09-FEB-23,Dec 2022,-0.71,-0.66,0.05,7.04
ATGE,02-FEB-23,Dec 2022,0.89,1.17,0.28,31.46
ATI,02-FEB-23,Dec 2022,0.53,0.53,0.0,0.0
ATKR,01-FEB-23,Dec 2022,4.04,4.61,0.57,14.11
ATNI,22-FEB-23,Dec 2022,0.03,-0.18,-0.21,-700.0
ATO,07-FEB-23,Dec 2022,1.93,1.91,-0.02,-1.04
ATR,16-FEB-23,Dec 2022,0.78,0.92,0.14,17.95
ATRA,08-FEB-23,Dec 2022,-0.61,-0.72,-0.11,-18.03
ATRC,21-FEB-23,Dec 2022,-0.18,-0.09,0.09,50.0
ATRO,02-MAR-23,Dec 2022,-0.16,-0.21,-0.05,-31.25
ATSG,23-FEB-23,Dec 2022,0.57,0.53,-0.04,-7.02
ATUS,22-FEB-23,Dec 2022,0.22,-0.43,-0.65,-295.45
ATVI,06-FEB-23,Dec 2022,1.51,1.87,0.36,23.84
AUB,24-JAN-23,Dec 2022,0.83,0.9,0.07,8.43
AUPH,28-FEB-23,Dec 2022,-0.26,-0.18,0.08,30.77
AVA,22-FEB-23,Dec 2022,0.72,1.05,0.33,45.83
AVAV,06-MAR-23,Jan 2023,0.34,0.33,-0.01,-2.94
AVB,08-FEB-23,Dec 2022,2.58,1.72,-0.86,-33.33
AVD,13-MAR-23,Dec 2022,0.07,0.14,0.07,100.0
AVDX,01-MAR-23,Dec 2022,-0.09,-0.04,0.05,55.56
AVGO,02-MAR-23,Jan 2023,10.16,10.33,0.17,1.67
AVID,01-MAR-23,Dec 2022,0.47,0.45,-0.02,-4.26
AVIR,28-FEB-23,Dec 2022,-0.45,-0.41,0.04,8.89
AVNS,21-FEB-23,Dec 2022,0.48,0.6,0.12,25.0
AVNT,15-FEB-23,Dec 2022,0.3,0.39,0.09,30.0
AVPT,09-MAR-23,Dec 2022,0.02,-0.02,-0.04,-200.0
AVT,01-FEB-23,Dec 2022,1.83,2.0,0.17,9.29
AVTR,03-FEB-23,Dec 2022,0.3,0.32,0.02,6.67
AVXL,07-FEB-23,Dec 2022,-0.2,-0.17,0.03,15.0
AVY,02-FEB-23,Dec 2022,2.1,1.65,-0.45,-21.43
AWI,21-FEB-23,Dec 2022,1.11,1.08,-0.03,-2.7
AWK,15-FEB-23,Dec 2022,0.76,0.81,0.05,6.58
AWR,01-MAR-23,Dec 2022,0.84,0.5,-0.34,-40.48
AX,26-JAN-23,Dec 2022,1.23,1.38,0.15,12.2
AXGN,14-MAR-23,Dec 2022,-0.1,-0.03,0.07,70.0
AXL,17-FEB-23,Dec 2022,0.01,-0.07,-0.08,-800.0
AXNX,01-MAR-23,Dec 2022,-0.23,0.01,0.24,104.35
AXON,28-FEB-23,Dec 2022,0.5,0.7,0.2,40.0
AXP,27-JAN-23,Dec 2022,2.18,2.07,-0.11,-5.05
AXS,25-JAN-23,Dec 2022,1.7,1.95,0.25,14.71
AXSM,27-FEB-23,Dec 2022,-1.18,-1.28,-0.1,-8.47
AXTA,25-JAN-23,Dec 2022,0.36,0.38,0.02,5.56
AXTI,16-FEB-23,Dec 2022,0.03,0.05,0.02,66.67
AYI,09-JAN-23,Nov 2022,2.92,3.04,0.12,4.11
AYX,09-FEB-23,Dec 2022,0.51,0.84,0.33,64.71
AZEK,08-FEB-23,Dec 2022,-0.11,-0.09,0.02,18.18
AZO,06-DEC-22,Nov 2022,25.15,27.45,2.3,9.15
AZPN,25-JAN-23,Dec 2022,1.27,0.35,-0.92,-72.44
AZZ,09-JAN-23,Nov 2022,0.93,0.88,-0.05,-5.38
B,17-FEB-23,Dec 2022,0.48,0.52,0.04,8.33
BA,25-JAN-23,Dec 2022,0.05,-1.75,-1.8,-3600.0
BAC,13-JAN-23,Dec 2022,0.76,0.85,0.09,11.84
BAH,27-JAN-23,Dec 2022,1.02,1.07,0.05,4.9
BALL,02-FEB-23,Dec 2022,0.54,0.44,-0.1,-18.52
BANC,19-JAN-23,Dec 2022,0.44,0.45,0.01,2.27
BAND,23-FEB-23,Dec 2022,0.04,0.19,0.15,375.0
BANF,19-JAN-23,Dec 2022,1.76,1.7,-0.06,-3.41
BANR,19-JAN-23,Dec 2022,1.56,1.68,0.12,7.69
BASE,07-MAR-23,Jan 2023,-0.34,-0.18,0.16,47.06
BATRK,01-MAR-23,Dec 2022,-0.85,-1.05,-0.2,-23.53
BAX,09-FEB-23,Dec 2022,0.94,0.88,-0.06,-6.38
BBBY,10-JAN-23,Nov 2022,-2.36,-3.65,-1.29,-54.66
BBIO,23-FEB-23,Dec 2022,-0.86,-0.87,-0.01,-1.16
BBSI,01-MAR-23,Dec 2022,1.63,1.64,0.01,0.61
BBW,09-MAR-23,Jan 2023,1.12,1.3,0.18,16.07
BBY,02-MAR-23,Jan 2023,2.09,2.61,0.52,24.88
BC,02-FEB-23,Dec 2022,1.97,1.99,0.02,1.02
BCBP,26-JAN-23,Dec 2022,0.75,0.69,-0.06,-8.0
BCC,21-FEB-23,Dec 2022,2.97,2.95,-0.02,-0.67
BCO,22-FEB-23,Dec 2022,1.77,2.1,0.33,18.64
BCPC,24-FEB-23,Dec 2022,0.9,0.66,-0.24,-26.67
BCRX,21-FEB-23,Dec 2022,-0.19,-0.38,-0.19,-100.0
BDC,08-FEB-23,Dec 2022,1.66,1.75,0.09,5.42
BDN,01-FEB-23,Dec 2022,0.32,0.17,-0.15,-46.88
BDX,02-FEB-23,Dec 2022,2.67,2.98,0.31,11.61
BE,09-FEB-23,Dec 2022,0.14,0.27,0.13,92.86
BEAM,28-FEB-23,Dec 2022,-1.32,-0.54,0.78,59.09
BECN,23-FEB-23,Dec 2022,1.16,1.22,0.06,5.17
BEN,30-JAN-23,Dec 2022,0.54,0.51,-0.03,-5.56
BERY,02-FEB-23,Dec 2022,1.27,1.3,0.03,2.36
BFAM,16-FEB-23,Dec 2022,0.74,0.77,0.03,4.05
BFC,17-JAN-23,Dec 2022,1.73,1.55,-0.18,-10.4
BFLY,28-FEB-23,Dec 2022,-0.21,-0.17,0.04,19.05
BFS,02-MAR-23,Dec 2022,0.73,0.38,-0.35,-47.95
BFST,25-JAN-23,Dec 2022,0.61,0.66,0.05,8.2
BG,08-FEB-23,Dec 2022,3.19,3.24,0.05,1.57
BGCP,27-FEB-23,Dec 2022,0.15,0.16,0.01,6.67
BGS,28-FEB-23,Dec 2022,0.23,0.4,0.17,73.91
BHB,19-JAN-23,Dec 2022,0.81,0.83,0.02,2.47
BHF,09-FEB-23,Dec 2022,1.93,3.51,1.58,81.87
BHLB,26-JAN-23,Dec 2022,0.64,0.64,0.0,0.0
BHR,22-FEB-23,Dec 2022,0.11,-0.19,-0.3,-272.73
BHVN,23-MAR-23,Dec 2022,-1.24,-3.32,-2.08,-167.74
BIG,02-MAR-23,Jan 2023,-0.69,-0.28,0.41,59.42
BIGC,23-FEB-23,Dec 2022,-0.18,-0.1,0.08,44.44
BIIB,15-FEB-23,Dec 2022,3.51,4.05,0.54,15.38
BILL,02-FEB-23,Dec 2022,0.13,0.42,0.29,223.08
BIO,16-FEB-23,Dec 2022,3.45,3.31,-0.14,-4.06
BJ,09-MAR-23,Jan 2023,0.89,1.0,0.11,12.36
BJRI,16-FEB-23,Dec 2022,0.07,0.17,0.1,142.86
BK,13-JAN-23,Dec 2022,1.22,1.3,0.08,6.56
BKD,21-FEB-23,Dec 2022,-0.43,-0.13,0.3,69.77
BKI,28-FEB-23,Dec 2022,0.55,0.52,-0.03,-5.45
BKNG,23-FEB-23,Dec 2022,20.97,24.74,3.77,17.98
BKR,23-JAN-23,Dec 2022,0.41,0.38,-0.03,-7.32
BKU,19-JAN-23,Dec 2022,1.11,0.82,-0.29,-26.13
BL,14-FEB-23,Dec 2022,0.17,0.35,0.18,105.88
BLBD,08-FEB-23,Dec 2022,-0.25,-0.3,-0.05,-20.0
BLD,23-FEB-23,Dec 2022,4.02,4.4,0.38,9.45
BLDR,28-FEB-23,Dec 2022,2.37,3.21,0.84,35.44
BLFS,16-MAR-23,Dec 2022,-0.19,-1.15,-0.96,-505.26
BLK,13-JAN-23,Dec 2022,7.99,8.93,0.94,11.76
BLKB,13-FEB-23,Dec 2022,0.58,0.68,0.1,17.24
BLMN,16-FEB-23,Dec 2022,0.63,0.68,0.05,7.94
BLND,16-MAR-23,Dec 2022,-0.17,-0.21,-0.04,-23.53
BLNK,28-FEB-23,Dec 2022,-0.49,-0.41,0.08,16.33
BLUE,29-MAR-23,Dec 2022,-0.45,0.38,0.83,184.44
BMI,27-JAN-23,Dec 2022,0.6,0.6,0.0,0.0
BMRC,23-JAN-23,Dec 2022,0.79,0.81,0.02,2.53
BMRN,27-FEB-23,Dec 2022,0.39,0.36,-0.03,-7.69
BMY,02-FEB-23,Dec 2022,1.71,1.82,0.11,6.43
BNGO,09-MAR-23,Dec 2022,-0.09,-0.13,-0.04,-44.44
BNL,22-FEB-23,Dec 2022,0.38,0.2,-0.18,-47.37
BOH,23-JAN-23,Dec 2022,1.45,1.5,0.05,3.45
BOKF,25-JAN-23,Dec 2022,2.29,2.51,0.22,9.61
BOOM,23-FEB-23,Dec 2022,0.3,0.22,-0.08,-26.67
BOOT,25-JAN-23,Dec 2022,1.74,1.74,0.0,0.0
BOX,01-MAR-23,Jan 2023,0.34,0.37,0.03,8.82
BPMC,16-FEB-23,Dec 2022,-2.73,-2.65,0.08,2.93
BPOP,25-JAN-23,Dec 2022,2.75,3.56,0.81,29.45
BR,02-FEB-23,Dec 2022,0.91,0.91,0.0,0.0
BRBR,06-FEB-23,Dec 2022,0.27,0.33,0.06,22.22
BRC,24-FEB-23,Jan 2023,0.78,0.81,0.03,3.85
BRKL,25-JAN-23,Dec 2022,0.4,0.39,-0.01,-2.5
BRKR,09-FEB-23,Dec 2022,0.72,0.74,0.02,2.78
BRMK,27-FEB-23,Dec 2022,0.12,0.09,-0.03,-25.0
BRO,23-JAN-23,Dec 2022,0.44,0.5,0.06,13.64
BRP,28-FEB-23,Dec 2022,0.1,0.12,0.02,20.0
BRSP,21-FEB-23,Dec 2022,0.24,0.27,0.03,12.5
BRX,13-FEB-23,Dec 2022,0.49,0.35,-0.14,-28.57
BRY,22-FEB-23,Dec 2022,0.24,0.95,0.71,295.83
BSIG,02-FEB-23,Dec 2022,0.49,0.67,0.18,36.73
BSRR,30-JAN-23,Dec 2022,0.72,0.47,-0.25,-34.72
BSX,01-FEB-23,Dec 2022,0.47,0.45,-0.02,-4.26
BSY,28-FEB-23,Dec 2022,0.19,0.19,0.0,0.0
BTAI,09-MAR-23,Dec 2022,-1.49,-1.95,-0.46,-30.87
BTU,14-FEB-23,Dec 2022,1.82,2.65,0.83,45.6
BURL,02-MAR-23,Jan 2023,2.72,2.96,0.24,8.82
BUSE,24-JAN-23,Dec 2022,0.74,0.65,-0.09,-12.16
BV,07-FEB-23,Dec 2022,-0.09,-0.01,0.08,88.89
BVH,13-MAR-23,Dec 2022,0.56,0.61,0.05,8.93
BW,15-MAR-23,Dec 2022,0.06,0.02,-0.04,-66.67
BWA,09-FEB-23,Dec 2022,1.04,1.26,0.22,21.15
BWB,25-JAN-23,Dec 2022,0.46,0.45,-0.01,-2.17
BWXT,23-FEB-23,Dec 2022,0.95,0.93,-0.02,-2.11
BX,26-JAN-23,Dec 2022,0.96,1.07,0.11,11.46
BXC,21-FEB-23,Dec 2022,3.12,3.97,0.85,27.24
BXMT,08-FEB-23,Dec 2022,0.72,0.87,0.15,20.83
BXP,31-JAN-23,Dec 2022,1.84,0.78,-1.06,-57.61
BY,26-JAN-23,Dec 2022,0.59,0.67,0.08,13.56
BYD,02-FEB-23,Dec 2022,1.45,1.72,0.27,18.62
BYND,23-FEB-23,Dec 2022,-1.13,-1.05,0.08,7.08
BZH,02-FEB-23,Dec 2022,0.78,0.8,0.02,2.56
C,13-JAN-23,Dec 2022,1.18,1.1,-0.08,-6.78
CABO,23-FEB-23,Dec 2022,12.56,8.94,-3.62,-28.82
CAC,31-JAN-23,Dec 2022,1.05,1.05,0.0,0.0
CACC,31-JAN-23,Dec 2022,7.71,9.58,1.87,24.25
CACI,25-JAN-23,Dec 2022,4.35,4.28,-0.07,-1.61
CADE,30-JAN-23,Dec 2022,0.75,0.78,0.03,4.0
CAG,05-JAN-23,Nov 2022,0.66,0.81,0.15,22.73
CAH,02-FEB-23,Dec 2022,1.13,1.32,0.19,16.81
CAKE,22-FEB-23,Dec 2022,0.56,0.56,0.0,0.0
CAL,14-MAR-23,Jan 2023,0.64,0.65,0.01,1.56
CALM,28-DEC-22,Nov 2022,4.3,4.07,-0.23,-5.35
CALX,25-JAN-23,Dec 2022,0.28,0.34,0.06,21.43
CAR,13-FEB-23,Dec 2022,6.85,10.46,3.61,52.7
CARA,06-MAR-23,Dec 2022,-0.33,-0.56,-0.23,-69.7
CARG,28-FEB-23,Dec 2022,0.09,0.22,0.13,144.44
CARR,07-FEB-23,Dec 2022,0.4,0.4,0.0,0.0
CARS,23-FEB-23,Dec 2022,0.19,0.15,-0.04,-21.05
CASH,25-JAN-23,Dec 2022,0.78,0.81,0.03,3.85
CASS,19-JAN-23,Dec 2022,0.71,0.67,-0.04,-5.63
CASY,07-MAR-23,Jan 2023,1.83,2.36,0.53,28.96
CAT,31-JAN-23,Dec 2022,3.95,3.86,-0.09,-2.28
CATC,24-JAN-23,Dec 2022,2.03,1.92,-0.11,-5.42
CATY,25-JAN-23,Dec 2022,1.4,1.33,-0.07,-5.0
CB,31-JAN-23,Dec 2022,4.22,4.05,-0.17,-4.03
CBAN,26-JAN-23,Dec 2022,0.35,0.31,-0.04,-11.43
CBOE,03-FEB-23,Dec 2022,1.77,1.8,0.03,1.69
CBRE,23-FEB-23,Dec 2022,1.19,1.33,0.14,11.76
CBRL,28-FEB-23,Jan 2023,1.33,1.48,0.15,11.28
