ticker,date,period_ending,estimate,reported,surprise,surprise%
FIVE,15-MAR-23,Jan 2023,3.06,3.07,0.01,0.33
FIVN,22-FEB-23,Dec 2022,0.41,0.54,0.13,31.71
FIX,22-FEB-23,Dec 2022,1.37,1.54,0.17,12.41
FL,20-MAR-23,Jan 2023,0.52,0.97,0.45,86.54
FLGT,28-FEB-23,Dec 2022,-0.56,-0.48,0.08,14.29
FLIC,26-JAN-23,Dec 2022,0.49,0.44,-0.05,-10.2
FLNG,14-FEB-23,Dec 2022,0.64,1.02,0.38,59.38
FLO,09-FEB-23,Dec 2022,0.23,0.23,0.0,0.0
FLR,21-FEB-23,Dec 2022,0.54,0.43,-0.11,-20.37
FLS,21-FEB-23,Dec 2022,0.61,0.63,0.02,3.28
FLT,08-FEB-23,Dec 2022,3.91,4.04,0.13,3.32
FMAO,08-FEB-23,Dec 2022,0.69,0.65,-0.04,-5.8
FMBH,26-JAN-23,Dec 2022,0.95,1.01,0.06,6.32
FMC,07-FEB-23,Dec 2022,2.32,2.37,0.05,2.16
FMNB,25-JAN-23,Dec 2022,0.45,0.42,-0.03,-6.67
FN,06-FEB-23,Dec 2022,1.89,1.9,0.01,0.53
FNB,23-JAN-23,Dec 2022,0.41,0.44,0.03,7.32
FND,23-FEB-23,Dec 2022,0.58,0.64,0.06,10.34
FNF,22-FEB-23,Dec 2022,1.28,1.06,-0.22,-17.19
FNKO,01-MAR-23,Dec 2022,-0.11,-0.35,-0.24,-218.18
FOCS,16-FEB-23,Dec 2022,0.9,0.99,0.09,10.0
FOLD,01-MAR-23,Dec 2022,-0.13,-0.19,-0.06,-46.15
FOR,24-JAN-23,Dec 2022,0.74,0.42,-0.32,-43.24
FORM,08-FEB-23,Dec 2022,0.03,0.05,0.02,66.67
FORR,09-FEB-23,Dec 2022,0.33,0.45,0.12,36.36
FOUR,28-FEB-23,Dec 2022,0.45,0.47,0.02,4.44
FOXA,08-FEB-23,Dec 2022,0.46,0.48,0.02,4.35
FOXF,23-FEB-23,Dec 2022,1.22,1.43,0.21,17.21
FPI,22-FEB-23,Dec 2022,0.19,0.11,-0.08,-42.11
FR,08-FEB-23,Dec 2022,0.57,0.62,0.05,8.77
FRC,13-JAN-23,Dec 2022,1.82,1.88,0.06,3.3
FRG,28-FEB-23,Dec 2022,0.18,0.47,0.29,161.11
FRME,26-JAN-23,Dec 2022,1.17,1.19,0.02,1.71
FRO,28-FEB-23,Dec 2022,1.08,0.97,-0.11,-10.19
FRPT,27-FEB-23,Dec 2022,-0.08,-0.06,0.02,25.0
FRT,08-FEB-23,Dec 2022,1.57,1.4,-0.17,-10.83
FSBC,30-JAN-23,Dec 2022,0.73,0.77,0.04,5.48
FSLR,28-FEB-23,Dec 2022,-0.18,-0.07,0.11,61.11
FSLY,15-FEB-23,Dec 2022,-0.12,-0.08,0.04,33.33
FSP,14-FEB-23,Dec 2022,0.08,-0.03,-0.11,-137.5
FSR,27-FEB-23,Dec 2022,-0.4,-0.54,-0.14,-35.0
FSS,01-MAR-23,Dec 2022,0.56,0.57,0.01,1.79
FTDR,01-MAR-23,Dec 2022,-0.12,0.13,0.25,208.33
FTNT,07-FEB-23,Dec 2022,0.39,0.44,0.05,12.82
FTV,01-FEB-23,Dec 2022,0.84,0.88,0.04,4.76
FUBO,27-FEB-23,Dec 2022,-0.76,-0.48,0.28,36.84
FUL,18-JAN-23,Nov 2022,1.24,1.04,-0.2,-16.13
FULC,09-MAR-23,Dec 2022,-0.49,-0.5,-0.01,-2.04
FULT,17-JAN-23,Dec 2022,0.5,0.48,-0.02,-4.0
FWONK,01-MAR-23,Dec 2022,0.09,1.55,1.46,1622.22
FWRD,08-FEB-23,Dec 2022,1.95,1.65,-0.3,-15.38
G,09-FEB-23,Dec 2022,0.68,0.7,0.02,2.94
GABC,30-JAN-23,Dec 2022,0.85,0.83,-0.02,-2.35
GATX,24-JAN-23,Dec 2022,1.38,1.54,0.16,11.59
GBCI,26-JAN-23,Dec 2022,0.73,0.72,-0.01,-1.37
GBIO,23-FEB-23,Dec 2022,-0.57,-0.55,0.02,3.51
GBX,06-JAN-23,Nov 2022,0.47,0.05,-0.42,-89.36
GCMG,14-FEB-23,Dec 2022,0.14,0.12,-0.02,-14.29
GCO,09-MAR-23,Jan 2023,3.02,3.06,0.04,1.32
GD,25-JAN-23,Dec 2022,3.53,3.58,0.05,1.42
GDDY,14-FEB-23,Dec 2022,0.62,0.62,0.0,0.0
GDEN,01-MAR-23,Dec 2022,0.6,0.35,-0.25,-41.67
GDOT,23-FEB-23,Dec 2022,0.22,0.34,0.12,54.55
GDYN,23-FEB-23,Dec 2022,0.11,0.14,0.03,27.27
GE,24-JAN-23,Dec 2022,1.11,1.24,0.13,11.71
GEF,01-MAR-23,Jan 2023,1.26,1.06,-0.2,-15.87
GEN,02-FEB-23,Dec 2022,0.42,0.45,0.03,7.14
GEO,14-FEB-23,Dec 2022,0.55,0.28,-0.27,-49.09
GERN,16-MAR-23,Dec 2022,-0.11,-0.1,0.01,9.09
GES,14-MAR-23,Jan 2023,1.3,1.74,0.44,33.85
GEVO,09-MAR-23,Dec 2022,-0.06,-0.11,-0.05,-83.33
GFF,31-JAN-23,Dec 2022,1.03,0.86,-0.17,-16.5
GFS,14-FEB-23,Dec 2022,1.34,1.44,0.1,7.46
GGG,30-JAN-23,Dec 2022,0.68,0.73,0.05,7.35
GH,23-FEB-23,Dec 2022,-1.4,-1.36,0.04,2.86
GIII,16-MAR-23,Jan 2023,0.46,0.41,-0.05,-10.87
GILD,02-FEB-23,Dec 2022,1.5,1.67,0.17,11.33
GIS,20-DEC-22,Nov 2022,1.06,1.1,0.04,3.77
GKOS,22-FEB-23,Dec 2022,-0.56,-0.53,0.03,5.36
GL,01-FEB-23,Dec 2022,2.18,2.24,0.06,2.75
GLOB,16-FEB-23,Dec 2022,1.39,1.4,0.01,0.72
GLPI,23-FEB-23,Dec 2022,0.89,0.75,-0.14,-15.73
GLW,31-JAN-23,Dec 2022,0.44,0.47,0.03,6.82
GM,31-JAN-23,Dec 2022,1.68,2.12,0.44,26.19
GME,21-MAR-23,Jan 2023,-0.16,0.16,0.32,200.0
GMED,21-FEB-23,Dec 2022,0.55,0.59,0.04,7.27
GMRE,28-FEB-23,Dec 2022,0.26,0.01,-0.25,-96.15
GMS,02-MAR-23,Jan 2023,1.86,1.85,-0.01,-0.54
GNK,22-FEB-23,Dec 2022,0.59,0.67,0.08,13.56
GNL,23-FEB-23,Dec 2022,0.41,-0.17,-0.58,-141.46
GNRC,15-FEB-23,Dec 2022,1.7,1.78,0.08,4.71
GNTX,27-JAN-23,Dec 2022,0.38,0.37,-0.01,-2.63
GNTY,17-JAN-23,Dec 2022,0.88,1.05,0.17,19.32
GO,28-FEB-23,Dec 2022,0.23,0.25,0.02,8.7
GOGL,16-FEB-23,Dec 2022,0.15,0.29,0.14,93.33
GOGO,28-FEB-23,Dec 2022,0.15,0.21,0.06,40.0
GOOD,22-FEB-23,Dec 2022,0.39,-0.03,-0.42,-107.69
GOOG,02-FEB-23,Dec 2022,1.14,1.05,-0.09,-7.89
GOOGL,02-FEB-23,Dec 2022,1.14,1.05,-0.09,-7.89
GOSS,17-MAR-23,Dec 2022,-0.62,-0.59,0.03,4.84
GPC,23-FEB-23,Dec 2022,1.9,2.05,0.15,7.89
GPI,25-JAN-23,Dec 2022,10.51,10.86,0.35,3.33
GPK,07-FEB-23,Dec 2022,0.58,0.59,0.01,1.72
GPMT,23-FEB-23,Dec 2022,0.18,-0.16,-0.34,-188.89
GPN,10-FEB-23,Dec 2022,2.45,2.42,-0.03,-1.22
GPOR,28-FEB-23,Dec 2022,2.21,3.18,0.97,43.89
GPRE,08-FEB-23,Dec 2022,-0.2,-0.66,-0.46,-230.0
GPRO,02-FEB-23,Dec 2022,0.09,0.12,0.03,33.33
GPS,09-MAR-23,Jan 2023,-0.59,-0.75,-0.16,-27.12
GRBK,27-FEB-23,Dec 2022,1.19,1.18,-0.01,-0.84
GRMN,22-FEB-23,Dec 2022,1.14,1.35,0.21,18.42
GRWG,15-MAR-23,Dec 2022,-0.09,-0.25,-0.16,-177.78
GS,17-JAN-23,Dec 2022,5.25,3.32,-1.93,-36.76
GSBC,23-JAN-23,Dec 2022,1.68,1.84,0.16,9.52
GSHD,22-FEB-23,Dec 2022,0.12,0.11,-0.01,-8.33
GT,08-FEB-23,Dec 2022,0.17,0.07,-0.1,-58.82
GTES,09-FEB-23,Dec 2022,0.23,0.25,0.02,8.7
GTLS,24-FEB-23,Dec 2022,1.64,1.67,0.03,1.83
GTN,24-FEB-23,Dec 2022,1.73,1.88,0.15,8.67
GTY,22-FEB-23,Dec 2022,0.5,0.57,0.07,14.0
GVA,16-FEB-23,Dec 2022,0.39,0.56,0.17,43.59
GWRE,06-MAR-23,Jan 2023,-0.04,-0.21,-0.17,-425.0
GWW,02-FEB-23,Dec 2022,6.97,7.14,0.17,2.44
